,error_type,annotation,prediction,token,full_text,sample_id,0
24,FN,ORGANIZATION,O,Gottlieb,Logs located at IP addresses 5.121.247.240 and 0dca:b8f7:6fdd:2bae:2acb:184d:ae9c:5b2c corroborate Ms. Tremblay's claim of being at home in Harrishaven during the operation against Bartoletti - Gottlieb.,,
25,FN,ORGANIZATION,O,Gutkowski,"Dear Architect, At Gutkowski - Wyman, we are looking forward to discuss improving our operations. You, being an expert, could provide valuable insights. Visit https://unlucky-iron.net for a better understanding.",,
26,FN,ORGANIZATION,O,Wyman,"Dear Architect, At Gutkowski - Wyman, we are looking forward to discuss improving our operations. You, being an expert, could provide valuable insights. Visit https://unlucky-iron.net for a better understanding.",,
27,FN,ORGANIZATION,O,Hayes,"Dear Mrs., we've opted to outsource to Hayes Group based in Donatotown, South Glamorgan. Contact Hildegard_Upton@yahoo.com for future queries. The agreement comes into effect on 1926-04-18T02:09:56.645Z. For payments, utilize account 22503938 under the name Money Market Account.",,
28,FN,ORGANIZATION,O,Group,"Dear Mrs., we've opted to outsource to Hayes Group based in Donatotown, South Glamorgan. Contact Hildegard_Upton@yahoo.com for future queries. The agreement comes into effect on 1926-04-18T02:09:56.645Z. For payments, utilize account 22503938 under the name Money Market Account.",,
29,FN,ORGANIZATION,O,Kuhn,"Hi Kaylie, an opportunity is knocking! We are organising a Quality internship event at Kuhn - Hackett. For more details and to apply, please visit https://delirious-moment.biz/ and login with your ID Olga.VonRueden. The application can be submitted till 06/01/1971.",,
30,FN,ORGANIZATION,O,Hackett,"Hi Kaylie, an opportunity is knocking! We are organising a Quality internship event at Kuhn - Hackett. For more details and to apply, please visit https://delirious-moment.biz/ and login with your ID Olga.VonRueden. The application can be submitted till 06/01/1971.",,
31,FN,ORGANIZATION,O,Monahan,"As an esteemed International Factors Assistant of Monahan LLC, Aurore, we urge you to review the recent documentation regarding the Carroll County area. Please check your email (Flossie.Johnson2@yahoo.com) for further instructions and use the provided Teresa_Beier and SL8ronw7UkiH to log in to your portal.",,
32,FN,ORGANIZATION,O,LLC,"As an esteemed International Factors Assistant of Monahan LLC, Aurore, we urge you to review the recent documentation regarding the Carroll County area. Please check your email (Flossie.Johnson2@yahoo.com) for further instructions and use the provided Teresa_Beier and SL8ronw7UkiH to log in to your portal.",,
33,FN,ORGANIZATION,O,Kohler,"Our Ziemann, Kohler and Ledner is coordnting a SEL course for our employees. Need your approval, Roxanne",,
34,FN,ORGANIZATION,O,McClure,Proud to announce the health care collaboration between Will - McClure and Kshlerin Group. Stay connected to IP b58d:03eb:1ca0:a036:e6b2:2fc7:dfd6:da09.,,
35,FN,ORGANIZATION,O,Kshlerin,Proud to announce the health care collaboration between Will - McClure and Kshlerin Group. Stay connected to IP b58d:03eb:1ca0:a036:e6b2:2fc7:dfd6:da09.,,
36,FN,ORGANIZATION,O,Group,Proud to announce the health care collaboration between Will - McClure and Kshlerin Group. Stay connected to IP b58d:03eb:1ca0:a036:e6b2:2fc7:dfd6:da09.,,
37,FN,ORGANIZATION,O,O'Kon,"Dear Miss Asia Wyman,

Thank you for reaching out with interest in our animal-assisted therapy programs. We are excited for the opportunity to share more about the unique benefits these therapies can provide. My name is Cristal and I am the International Security Administrator for our Response team at O'Kon LLC.

Animal-assisted therapy involves interaction with animals to help humans with their physical and mental health. Our therapy animals, often dogs, are trained to provide affection, comfort, and love to people. We deliver these services in various settings, including hospitals, nursing homes, schools, and even virtually due to the 24th January pandemic.

People of all ages and with a variety of conditions can benefit from animal-assisted therapy. It can help reduce feelings of anxiety, depression, and isolation. It also contributes to improving social, emotional, and cognitive functioning. Patients with conditions such as autism, dementia, and post-traumatic stress disorder have noticed positive changes after participating in our programs. Please note that we have precautions in place to ensure the safety and well-being of our patients and animals.

You expressed interest in our programs for 15 seniors in particular. We have seen great results with our senior programs, notably an improvement in mood and an increased desire for social interaction. If you could confirm the Fort Audrastead location where these services will be needed, I can help set up the initial sessions.

To get started, I will need you to fill out some documentation so we can better understand the patient's needs. The paperwork can be accessed via the https://private-logo.org, using Gabrielle_Barrows59 and the password - mSVITX0sWCoS. If you have any specific queries or need assistance filling out the forms, please don't hesitate to email me at Jeanie72@gmail.com or call on (736).4444373. 

In terms of payment, we accept the Egyptian Pound through Personal Loan Account with account number 58223475. The cost for each therapy session is ₫141810.74. kindly verify the amount before making the payment.

Thank you once again for your interest in our animal-assisted therapy programs. We look forward to using the unique bond between humans and animals to bring positive change into your lives. 

Yours sincerely,

Estell",,
38,FN,ORGANIZATION,O,LLC,"Dear Miss Asia Wyman,

Thank you for reaching out with interest in our animal-assisted therapy programs. We are excited for the opportunity to share more about the unique benefits these therapies can provide. My name is Cristal and I am the International Security Administrator for our Response team at O'Kon LLC.

Animal-assisted therapy involves interaction with animals to help humans with their physical and mental health. Our therapy animals, often dogs, are trained to provide affection, comfort, and love to people. We deliver these services in various settings, including hospitals, nursing homes, schools, and even virtually due to the 24th January pandemic.

People of all ages and with a variety of conditions can benefit from animal-assisted therapy. It can help reduce feelings of anxiety, depression, and isolation. It also contributes to improving social, emotional, and cognitive functioning. Patients with conditions such as autism, dementia, and post-traumatic stress disorder have noticed positive changes after participating in our programs. Please note that we have precautions in place to ensure the safety and well-being of our patients and animals.

You expressed interest in our programs for 15 seniors in particular. We have seen great results with our senior programs, notably an improvement in mood and an increased desire for social interaction. If you could confirm the Fort Audrastead location where these services will be needed, I can help set up the initial sessions.

To get started, I will need you to fill out some documentation so we can better understand the patient's needs. The paperwork can be accessed via the https://private-logo.org, using Gabrielle_Barrows59 and the password - mSVITX0sWCoS. If you have any specific queries or need assistance filling out the forms, please don't hesitate to email me at Jeanie72@gmail.com or call on (736).4444373. 

In terms of payment, we accept the Egyptian Pound through Personal Loan Account with account number 58223475. The cost for each therapy session is ₫141810.74. kindly verify the amount before making the payment.

Thank you once again for your interest in our animal-assisted therapy programs. We look forward to using the unique bond between humans and animals to bring positive change into your lives. 

Yours sincerely,

Estell",,
39,FN,ORGANIZATION,O,Feeney,"Dear Feeney Inc, Have you considered protecting yourselves from lawsuits regarding the corporate operations assistant position? Especially those coming from Global Web Analyst sector employees?",,
40,FN,ORGANIZATION,O,Torphy,"During yesterday's team meeting, the Torphy - Balistreri representative agreed to use 364AxPEAbVULctsvcykMNoxmkx system for medical billing which will help improve healthcare accessibility in the 09249 region.",,
41,FN,ORGANIZATION,O,Balistreri,"During yesterday's team meeting, the Torphy - Balistreri representative agreed to use 364AxPEAbVULctsvcykMNoxmkx system for medical billing which will help improve healthcare accessibility in the 09249 region.",,
42,FN,ORGANIZATION,O,Bednar,"Auto Loan Account will host a virtual event on October 12, 1927 about cross-cultural psychology. The presenter will be Global Factors Executive from Bednar - Douglas. You can RSVP on their website https://welcome-reader.info.",,
43,FN,ORGANIZATION,O,Douglas,"Auto Loan Account will host a virtual event on October 12, 1927 about cross-cultural psychology. The presenter will be Global Factors Executive from Bednar - Douglas. You can RSVP on their website https://welcome-reader.info.",,
44,FN,ORGANIZATION,O,Schmidt,"Schmidt Group has made immense breakthroughs in their Directives division. They have also recently started shipping to Smithamville. For any questions regarding this, please send an inquiry to Reed.Berge28@yahoo.com or contact our hotline at (42)-1274.6157.",,
45,FN,ORGANIZATION,O,Group,"Schmidt Group has made immense breakthroughs in their Directives division. They have also recently started shipping to Smithamville. For any questions regarding this, please send an inquiry to Reed.Berge28@yahoo.com or contact our hotline at (42)-1274.6157.",,
46,FN,ORGANIZATION,O,Schmeler,"Clinton.Pacocha, can you provide Mr.Virginia's thoughts on our Human Rights Law department at Schmeler, Gottlieb and Conn? Send to Hershel43@gmail.com.",,
47,FN,ORGANIZATION,O,Hackett,Complaint received from Freida Bernhard of Pourosfield against Hackett and Sons for violation of Civil Rights.,,
48,FN,ORGANIZATION,O,Sons,Complaint received from Freida Bernhard of Pourosfield against Hackett and Sons for violation of Civil Rights.,,
49,FN,ORGANIZATION,O,Oberbrunner,We request access to the Oberbrunner - Spencer's pharmaceutical purchase data. Our records show a recent transaction on 5871310575232815 issued by american_express with a $Moroccan Dirham balance.,,
50,FN,ORGANIZATION,O,Spencer,We request access to the Oberbrunner - Spencer's pharmaceutical purchase data. Our records show a recent transaction on 5871310575232815 issued by american_express with a $Moroccan Dirham balance.,,
51,FN,ORGANIZATION,O,Reinger,"The commissioned research paper by Daugherty, Reinger and Durgan provides insights into the disparities in access to quality early childhood education across Polk County. Access the full paper at https://every-dot.net.",,
52,FN,ORGANIZATION,O,Sons,The Wuckert and Sons scholarship will be awarded to eligible students in the Texas. Please don't hesitate to apply before the posted deadline.,,
53,FN,ORGANIZATION,O,Beatty,"Your payment for Maternal & Child care services from Beatty, Jones and Corkery didn't go through. Please check with discover Card No: 4208331892461461.",,
54,FN,ORGANIZATION,O,Jones,"Your payment for Maternal & Child care services from Beatty, Jones and Corkery didn't go through. Please check with discover Card No: 4208331892461461.",,
55,FN,ORGANIZATION,O,Corkery,"Your payment for Maternal & Child care services from Beatty, Jones and Corkery didn't go through. Please check with discover Card No: 4208331892461461.",,
56,FN,ORGANIZATION,O,Jaskolski,"Reminder to Junius.Bartoletti80, your check-up appointment at Jaskolski Group is tomorrow at 5. As a Chief Markets Representative in the Research sector, preventive health checks are important. Your account 65296085 has been charged B/.0.438m.",,
57,FN,ORGANIZATION,O,Group,"Reminder to Junius.Bartoletti80, your check-up appointment at Jaskolski Group is tomorrow at 5. As a Chief Markets Representative in the Research sector, preventive health checks are important. Your account 65296085 has been charged B/.0.438m.",,
58,FN,ORGANIZATION,O,Schmeler,"As Coordinator at Schmeler - Osinski, I'm responsible for the quality of our school meals. If you'd like to provide feedback, please reach out at 26-806398-968166-8.",,
59,FN,ORGANIZATION,O,Osinski,"As Coordinator at Schmeler - Osinski, I'm responsible for the quality of our school meals. If you'd like to provide feedback, please reach out at 26-806398-968166-8.",,
60,FN,ORGANIZATION,O,Goldner,"In light of recent data collected by Goldner Group, the requirement for clinical geneticists is rising in the Lombardy state. The Producer is tasked with tracking our response to this demand.",,
61,FN,ORGANIZATION,O,Group,"In light of recent data collected by Goldner Group, the requirement for clinical geneticists is rising in the Lombardy state. The Producer is tasked with tracking our response to this demand.",,
62,FN,ORGANIZATION,O,Runolfsson,"Kole70 of Runolfsson - Pfannerstill, we're hosting an online discussion about the psycho-social issues surrounding oncology. Your 9720.524.0317 was given as a reference, may we use it to contact you?",,
63,FN,ORGANIZATION,O,Pfannerstill,"Kole70 of Runolfsson - Pfannerstill, we're hosting an online discussion about the psycho-social issues surrounding oncology. Your 9720.524.0317 was given as a reference, may we use it to contact you?",,
64,FN,ORGANIZATION,O,Wintheiser,"Hope, our literacy programs in Hardycester need support. Contact me at Amani.Renner91@hotmail.com if our Wintheiser - Kemmer can help.",,
65,FN,ORGANIZATION,O,Kemmer,"Hope, our literacy programs in Hardycester need support. Contact me at Amani.Renner91@hotmail.com if our Wintheiser - Kemmer can help.",,
66,FN,ORGANIZATION,O,Quitzon,"1. Our apologies, however we can't share any sensitive information including the 756.6276.4582, 1/23, and Cisgender woman of employees at this time due to privacy law requirements. -Turner - Quitzon",,
67,FN,ORGANIZATION,O,Schuster,"If your child is gifted and needs assistance in developing their talents, Schuster LLC is happy to help! With our program, we provide educational opportunities suitable for each student's talents and capabilities. Learn more at https://outlandish-situation.info/.",,
68,FN,ORGANIZATION,O,LLC,"If your child is gifted and needs assistance in developing their talents, Schuster LLC is happy to help! With our program, we provide educational opportunities suitable for each student's talents and capabilities. Learn more at https://outlandish-situation.info/.",,
69,FN,ORGANIZATION,O,Feil,"Hi Sage, please furnish me with the updated contact information of our vendor Tillman, Larkin and Feil.",,
70,FN,ORGANIZATION,O,Cummerata,"Great news! We've partnered with Cummerata LLC for our new social responsibility program. All employees are welcome to join. For more details, please visit https://notable-motorcycle.com/.",,
71,FN,ORGANIZATION,O,LLC,"Great news! We've partnered with Cummerata LLC for our new social responsibility program. All employees are welcome to join. For more details, please visit https://notable-motorcycle.com/.",,
72,FN,ORGANIZATION,O,Greenfelder,"Dear Reyna, your career progress is notable. Our session on 20/06/1947 will make extensive plans for your upcoming role at Kilback, Greenfelder and Feest.",,
73,FN,ORGANIZATION,O,Feest,"Dear Reyna, your career progress is notable. Our session on 20/06/1947 will make extensive plans for your upcoming role at Kilback, Greenfelder and Feest.",,
74,FN,ORGANIZATION,O,Orn,"Effie, We have received notification from the insurance company Orn Group acknowledging your upcoming dental procedure. Please review final payment details in the attachment. Send payments to account AL378040300510144Z1QZP2007T5. Don't hesitate to call or email us if you have any questions.",,
75,FN,ORGANIZATION,O,Group,"Effie, We have received notification from the insurance company Orn Group acknowledging your upcoming dental procedure. Please review final payment details in the attachment. Send payments to account AL378040300510144Z1QZP2007T5. Don't hesitate to call or email us if you have any questions.",,
76,FN,ORGANIZATION,O,Considine,"In association with Considine, Predovic and Gerhold, we are providing vaccination for Transexual man, who are 48 or above. Provide your Account Number 79219833 for verification during payment.",,
77,FN,ORGANIZATION,O,Smith,"As a representative of the Smith Inc, I want to address the current issues regarding standardized testing. Please confirm your identity with your testing 46181102. Reach out to us via our website https://ringed-recollection.net/.",,
78,FN,ORGANIZATION,O,Roob,"Talon plans to sue Roob, Halvorson and Shanahan over unpaid overtime. We need to review the employment agreement ASAP.",,
79,FN,ORGANIZATION,O,Feest,"Dear Dr., Your regularly scheduled mental health assessment with Feest Inc is due. Please arrive at our Alabama location at 5567 Reichert Loaf 48296.",,
80,FN,ORGANIZATION,O,Jacobson,"Ms. Brooklyn, we've recently noticed an increase in stress in our Web department at Jacobson, Kilback and Zieme. Our suggested action plan includes an array of relaxation techniques, regular exercise, and a balanced diet. Feel free to reach out at +67-99.029 7776 for any concerns. Sincerely, International Identity Officer",,
81,FN,ORGANIZATION,O,Kilback,"Ms. Brooklyn, we've recently noticed an increase in stress in our Web department at Jacobson, Kilback and Zieme. Our suggested action plan includes an array of relaxation techniques, regular exercise, and a balanced diet. Feel free to reach out at +67-99.029 7776 for any concerns. Sincerely, International Identity Officer",,
82,FN,ORGANIZATION,O,Jacobs,"We - the team of Jacobs - Satterfield - would like to remind our student Audreanne here of our gym facilities. Remember, maintaining your height of 176centimeters is pertinent to your health and wellbeing.",,
83,FN,ORGANIZATION,O,Satterfield,"We - the team of Jacobs - Satterfield - would like to remind our student Audreanne here of our gym facilities. Remember, maintaining your height of 176centimeters is pertinent to your health and wellbeing.",,
84,FN,ORGANIZATION,O,Batz,"At 09:46, in Croninhaven, nurse Brendon's dedication to her profession is why Batz Group is at the top of its game.",,
85,FN,ORGANIZATION,O,Group,"At 09:46, in Croninhaven, nurse Brendon's dedication to her profession is why Batz Group is at the top of its game.",,
86,FN,ORGANIZATION,O,Rutherford,Rutherford Group offering discounted tutoring resources for our Special Ed Dep. You can use diners_club card ending in 0679623866073148 for purchasing.,,
87,FN,ORGANIZATION,O,Group,Rutherford Group offering discounted tutoring resources for our Special Ed Dep. You can use diners_club card ending in 0679623866073148 for purchasing.,,
88,FN,ORGANIZATION,O,Baumbach,"In my conversation with Ellis, who is an Specialist at Baumbach and Sons, she mentioned her challenges around her 70 years child.",,
89,FN,ORGANIZATION,O,Sons,"In my conversation with Ellis, who is an Specialist at Baumbach and Sons, she mentioned her challenges around her 70 years child.",,
90,FN,ORGANIZATION,O,Nolan,"Trent40@gmail.com, schedule a strategy meeting for Bernhardfurt project on 10th December with Nolan Inc.",,
91,FN,ORGANIZATION,O,White,"At White - Christiansen, our gifted education program provides an environment where your child's talents can grow. We believe in cultivating the talents of students of all ages, including those as old as 46 years. Learn more at https://enormous-middle.name/.",,
92,FN,ORGANIZATION,O,Christiansen,"At White - Christiansen, our gifted education program provides an environment where your child's talents can grow. We believe in cultivating the talents of students of all ages, including those as old as 46 years. Learn more at https://enormous-middle.name/.",,
93,FN,ORGANIZATION,O,Volkman,"Dear Vincenzo, Your order from Volkman Inc has been shipped and will be delivered to Conn Underpass Suite 877 East Pascalestead Campania, 12286 by 26/08/1953. Tracking URL: https://astonishing-adjustment.biz",,
94,FN,ORGANIZATION,O,Hagenes,"Director working through the document regarding noise regulation violations at Hagenes, Howell and Jacobson's facility in Grand Island. Expect report by tomorrow.",,
95,FN,ORGANIZATION,O,Howell,"Director working through the document regarding noise regulation violations at Hagenes, Howell and Jacobson's facility in Grand Island. Expect report by tomorrow.",,
96,FN,ORGANIZATION,O,Rice,Registered nurse Monte is renowned for her dedication to patient care in North Walton. She is a true asset to Rice Inc.,,
97,FN,ORGANIZATION,O,Crooks,"Hey Estella, congrats on joining our internship at Crooks and Sons. Your office is found in Shaun Mount, Apt. 318. Login details have been sent to your address ae8a:f5b7:ae0f:ecb4:23d2:4b8a:708d:fb73.",,
98,FN,ORGANIZATION,O,Sons,"Hey Estella, congrats on joining our internship at Crooks and Sons. Your office is found in Shaun Mount, Apt. 318. Login details have been sent to your address ae8a:f5b7:ae0f:ecb4:23d2:4b8a:708d:fb73.",,
99,FN,ORGANIZATION,O,Borer,Borer Inc requests verification of 39509 for residential therapy purposes.,,
100,FN,ORGANIZATION,O,Streich,"Welcome to Streich and Sons, Eldred! We've set up your workstation with the IP 49ec:c8bd:80fe:3f4f:c91a:1aab:884c:039c and MAC address: bf:5c:ff:c2:b7:c2. Please make sure to connect when you start.",,
101,FN,ORGANIZATION,O,Sons,"Welcome to Streich and Sons, Eldred! We've set up your workstation with the IP 49ec:c8bd:80fe:3f4f:c91a:1aab:884c:039c and MAC address: bf:5c:ff:c2:b7:c2. Please make sure to connect when you start.",,
102,FN,ORGANIZATION,O,Vandervort,We're a Transexual woman-run Vandervort - Roberts that offers Holistic Education. Donate to help us via Litecoin Address: 32rSawCBHfN1yz5m9iyy3k35Sj7L.,,
103,FN,ORGANIZATION,O,Roberts,We're a Transexual woman-run Vandervort - Roberts that offers Holistic Education. Donate to help us via Litecoin Address: 32rSawCBHfN1yz5m9iyy3k35Sj7L.,,
104,FN,ORGANIZATION,O,O'Hara,"Send the details for the sports equipment order from O'Hara, Champlin and Adams to Idell_Kertzmann26@hotmail.com. I will review it before forwarding it for purchase.",,
105,FN,ORGANIZATION,O,Champlin,"Send the details for the sports equipment order from O'Hara, Champlin and Adams to Idell_Kertzmann26@hotmail.com. I will review it before forwarding it for purchase.",,
106,FN,ORGANIZATION,O,Wolff,Significant improvements can be made in the healthcare sector of 23302 region if service companies like Wolff - Ryan consider expanding their age limit to 31 years.,,
107,FN,ORGANIZATION,O,Ryan,Significant improvements can be made in the healthcare sector of 23302 region if service companies like Wolff - Ryan consider expanding their age limit to 31 years.,,
108,FN,ORGANIZATION,O,Senger,"Senger, Simonis and Rempel has a new hire, FTM Waelchi who is experienced in managing cross-cultural research studies. She will be in charge of Male participants from Greene County. Please meet her on 1978-08-20T10:51:55.468Z.",,
109,FN,ORGANIZATION,O,Stiedemann,"Jabari, per the court order #4737693857023272, you've to disclose your financial holdings at Stiedemann - Runolfsson and any AZN bank account by September 8, 1918.",,
110,FN,ORGANIZATION,O,Runolfsson,"Jabari, per the court order #4737693857023272, you've to disclose your financial holdings at Stiedemann - Runolfsson and any AZN bank account by September 8, 1918.",,
111,FN,ORGANIZATION,O,Ziemann,Eliza needs to renegotiate contract with Ziemann - Hettinger. Worth Lebanese Pound 0.74m at stake. Contact at Chelsea_Hamill-Gleason@gmail.com.,,
112,FN,ORGANIZATION,O,Hettinger,Eliza needs to renegotiate contract with Ziemann - Hettinger. Worth Lebanese Pound 0.74m at stake. Contact at Chelsea_Hamill-Gleason@gmail.com.,,
113,FN,ORGANIZATION,O,Hegmann,"Hegmann Group is hereby summoned to appear in the Louisiana county court over a litigation matter concerning Meagan Heathcote. An alleged infringement on 79.57.192.103 and f9b8:986a:b15a:3c5a:f4fc:ca2a:7090:a020 was reported. For further enquiries, contact us at +063.82-765 0122.",,
114,FN,ORGANIZATION,O,Group,"Hegmann Group is hereby summoned to appear in the Louisiana county court over a litigation matter concerning Meagan Heathcote. An alleged infringement on 79.57.192.103 and f9b8:986a:b15a:3c5a:f4fc:ca2a:7090:a020 was reported. For further enquiries, contact us at +063.82-765 0122.",,
115,FN,ORGANIZATION,O,Abbott,"We at Abbott, Orn and Swaniawski lead in medical research and innovation. Our current focus is on improving Cis male healthcare. Our research led by Shanie Gray Welch is making great strides.",,
116,FN,ORGANIZATION,O,Luettgen,"Hello Onie, based on your guidance, we have made some changes to the PR plan. I'd like to share it with you before our meeting with Kemmer, Beier and Luettgen.",,
117,FN,ORGANIZATION,O,Hettinger,"We, at Hettinger, Macejkovic and Bergstrom, received a legal query related to Savings Account 91103033. As Functionality District Infrastructure Producer, Ms. Fadel is required to assist in this.",,
118,FN,ORGANIZATION,O,Quitzon,"We've moved our operations hub to 152 Bramley Close, New Kolbystad, Tennessee. Update Quitzon Inc's address book.",,
119,FN,ORGANIZATION,O,Trantow,Your educational profile and 225 58 3099 will be shared with the Trantow and Sons.,,
120,FN,ORGANIZATION,O,Sons,Your educational profile and 225 58 3099 will be shared with the Trantow and Sons.,,
121,FN,ORGANIZATION,O,McCullough,0858802128333796 would like to change her McCullough Group plan to include mental health services coverage. Her address for mail correspondences is at Moss Lane.,,
122,FN,ORGANIZATION,O,Group,0858802128333796 would like to change her McCullough Group plan to include mental health services coverage. Her address for mail correspondences is at Moss Lane.,,
123,FN,ORGANIZATION,O,Sanford,"Hello, do complete your health-check formality at 20578 branch of Sanford and Sons. Get a holistic report on maternal health services.",,
124,FN,ORGANIZATION,O,Sons,"Hello, do complete your health-check formality at 20578 branch of Sanford and Sons. Get a holistic report on maternal health services.",,
125,FN,ORGANIZATION,O,Armstrong,"Hello Ivory Nico Deckow, we've got good news! The Emmerich, Wuckert and Armstrong Social Responsibility Program will be coming to Cutler Bay, Alberta, on 1997-10-05T14:26:23.436Z.",,
126,FN,ORGANIZATION,O,Boyer,Sponsorship deal between Porter_Ryan87 and Boyer and Sons needs renewal. Likely contention points identified. Update soon at Norberto_Okuneva@gmail.com or call our office directly at 09.9812 5333.,,
127,FN,ORGANIZATION,O,Sons,Sponsorship deal between Porter_Ryan87 and Boyer and Sons needs renewal. Likely contention points identified. Update soon at Norberto_Okuneva@gmail.com or call our office directly at 09.9812 5333.,,
128,FN,ORGANIZATION,O,Mosciski,Our commitment to sustainability at Mosciski - Larson extends to investing in renewable energy solutions. Checking Account has been allocated with R$930902.57 for this purpose.,,
129,FN,ORGANIZATION,O,Larson,Our commitment to sustainability at Mosciski - Larson extends to investing in renewable energy solutions. Checking Account has been allocated with R$930902.57 for this purpose.,,
130,FN,ORGANIZATION,O,O'Hara,"Today we'll be hosting a workshop on social responsibility in our West Meredithside office. To be led by Mayra King of O'Hara, Howell and Boyle.",,
131,FN,ORGANIZATION,O,Howell,"Today we'll be hosting a workshop on social responsibility in our West Meredithside office. To be led by Mayra King of O'Hara, Howell and Boyle.",,
132,FN,ORGANIZATION,O,Wiegand,"Hi Senior Markets Designer, please find attached the report on the 'Wiegand - Abbott' course we delivered on 1934-04-01T11:18:03.735Z. The positive feedback from the Cisgender woman participants was overwhelming.",,
133,FN,ORGANIZATION,O,Abbott,"Hi Senior Markets Designer, please find attached the report on the 'Wiegand - Abbott' course we delivered on 1934-04-01T11:18:03.735Z. The positive feedback from the Cisgender woman participants was overwhelming.",,
